Power Consumed,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
9.64E-07,0.8303634,0.7789061,0.8819681
9.64E-07,0.8291845,0.7777463,0.8807696
9.64E-07,0.8280068,0.7765876,0.8795724
9.64E-07,0.8268302,0.7754299,0.8783764
9.64E-07,0.8256547,0.7742734,0.8771816
9.64E-07,0.8244804,0.7731179,0.8759879
9.64E-07,0.8233072,0.7719636,0.8747955
9.64E-07,0.8221351,0.7708103,0.8736043
9.64E-07,0.8209642,0.769658,0.8724142
9.64E-07,0.8197944,0.7685069,0.8712253
9.64E-07,0.8186257,0.7673568,0.8700376
9.64E-07,0.8174581,0.7662078,0.8688511
9.64E-07,0.8162917,0.7650598,0.8676657
9.64E-07,0.8151263,0.7639129,0.8664815
9.64E-07,0.8139621,0.7627671,0.8652984
9.64E-07,0.812799,0.7616223,0.8641166
9.64E-07,0.8116369,0.7604785,0.8629358
9.64E-07,0.810476,0.7593358,0.8617562
9.64E-07,0.8093161,0.7581941,0.8605778
9.65E-07,0.8081574,0.7570535,0.8594005
9.65E-07,0.8069997,0.7559139,0.8582243
9.65E-07,0.8058431,0.7547753,0.8570492
9.65E-07,0.8046876,0.7536378,0.8558753
9.65E-07,0.8035331,0.7525013,0.8547026
9.65E-07,0.8023797,0.7513657,0.8535309
9.65E-07,0.8012274,0.7502313,0.8523603
9.65E-07,0.8000762,0.7490978,0.8511909
9.65E-07,0.798926,0.7479653,0.8500226
9.65E-07,0.7977768,0.7468339,0.8488554
9.65E-07,0.7966288,0.7457034,0.8476893
9.65E-07,0.7954817,0.744574,0.8465243
9.65E-07,0.7943357,0.7434455,0.8453603
9.65E-07,0.7931908,0.7423181,0.8441975
9.65E-07,0.7920469,0.7411916,0.8430358
9.65E-07,0.790904,0.7400661,0.8418751
9.65E-07,0.7897622,0.7389416,0.8407156
9.65E-07,0.7886214,0.7378181,0.8395571
9.65E-07,0.7874816,0.7366956,0.8383997
9.65E-07,0.7863428,0.735574,0.8372433
9.65E-07,0.7852051,0.7344534,0.8360881
9.65E-07,0.7840684,0.7333338,0.8349339
9.65E-07,0.7829326,0.7322151,0.8337807
9.65E-07,0.7817979,0.7310974,0.8326286
9.65E-07,0.7806642,0.7299807,0.8314776
9.65E-07,0.7795315,0.7288649,0.8303276
9.65E-07,0.7783998,0.7277501,0.8291786
9.65E-07,0.7772691,0.7266362,0.8280307
9.65E-07,0.7761394,0.7255232,0.8268839
9.65E-07,0.7750107,0.7244113,0.8257381
9.65E-07,0.773883,0.7233002,0.8245933
9.65E-07,0.7727562,0.7221901,0.8234495
9.65E-07,0.7716305,0.7210809,0.8223068
9.65E-07,0.7705057,0.7199727,0.8211651
9.65E-07,0.7693818,0.7188653,0.8200244
9.65E-07,0.768259,0.717759,0.8188847
9.65E-07,0.7671371,0.7166535,0.8177461
9.65E-07,0.7660162,0.7155489,0.8166084
9.65E-07,0.7648962,0.7144453,0.8154718
9.65E-07,0.7637772,0.7133426,0.8143362
9.65E-07,0.7626592,0.7122408,0.8132016
9.66E-07,0.7615421,0.7111399,0.8120679
9.66E-07,0.760426,0.7100399,0.8109353
9.66E-07,0.7593108,0.7089408,0.8098036
9.66E-07,0.7581965,0.7078426,0.808673
9.66E-07,0.7570832,0.7067453,0.8075433
9.66E-07,0.7559709,0.7056489,0.8064146
9.66E-07,0.7548594,0.7045534,0.8052869
9.66E-07,0.7537489,0.7034588,0.8041602
9.66E-07,0.7526393,0.702365,0.8030344
9.66E-07,0.7515307,0.7012722,0.8019096
9.66E-07,0.750423,0.7001802,0.8007858
9.66E-07,0.7493162,0.6990891,0.7996629
9.66E-07,0.7482103,0.6979989,0.798541
9.66E-07,0.7471053,0.6969095,0.7974201
9.66E-07,0.7460012,0.6958211,0.7963001
9.66E-07,0.7448981,0.6947335,0.7951811
9.66E-07,0.7437958,0.6936467,0.794063
9.66E-07,0.7426945,0.6925608,0.7929458
9.66E-07,0.741594,0.6914758,0.7918296
9.66E-07,0.7404945,0.6903916,0.7907144
9.66E-07,0.7393958,0.6893083,0.7896
9.66E-07,0.7382981,0.6882258,0.7884866
9.66E-07,0.7372012,0.6871442,0.7873742
9.66E-07,0.7361052,0.6860635,0.7862627
9.66E-07,0.7350101,0.6849836,0.7851521
9.66E-07,0.7339159,0.6839045,0.7840424
9.66E-07,0.7328225,0.6828262,0.7829336
9.66E-07,0.7317301,0.6817488,0.7818258
9.66E-07,0.7306385,0.6806722,0.7807188
9.66E-07,0.7295478,0.6795965,0.7796128
9.66E-07,0.7284579,0.6785215,0.7785077
9.66E-07,0.7273689,0.6774474,0.7774035
9.66E-07,0.7262808,0.6763741,0.7763002
9.66E-07,0.7251935,0.6753017,0.7751978
9.66E-07,0.7241071,0.67423,0.7740963
9.66E-07,0.7230215,0.6731592,0.7729957
9.66E-07,0.7219368,0.6720892,0.7718959
9.66E-07,0.7208529,0.67102,0.7707971
9.66E-07,0.7197699,0.6699516,0.7696991
9.66E-07,0.7186877,0.668884,0.7686021
9.66E-07,0.7176064,0.6678172,0.7675059
9.66E-07,0.7165259,0.6667512,0.7664106
9.66E-07,0.7154463,0.665686,0.7653162
9.66E-07,0.7143674,0.6646216,0.7642226
9.66E-07,0.7132894,0.663558,0.7631299
9.66E-07,0.7122123,0.6624952,0.7620381
9.66E-07,0.7111359,0.6614331,0.7609471
9.66E-07,0.7100604,0.6603719,0.7598571
9.66E-07,0.7089857,0.6593115,0.7587678
9.66E-07,0.7079119,0.6582518,0.7576794
9.66E-07,0.7068388,0.6571929,0.7565919
9.66E-07,0.7057665,0.6561347,0.7555052
9.66E-07,0.7046951,0.6550774,0.7544194
9.66E-07,0.7036245,0.6540208,0.7533344
9.66E-07,0.7025546,0.652965,0.7522503
9.66E-07,0.7014856,0.65191,0.751167
9.67E-07,0.7004174,0.6508557,0.7500846
9.67E-07,0.69935,0.6498022,0.7490029
9.67E-07,0.6982834,0.6487494,0.7479222
9.67E-07,0.6972175,0.6476974,0.7468422
9.67E-07,0.6961525,0.6466462,0.7457631
9.67E-07,0.6950882,0.6455957,0.7446848
9.67E-07,0.6940248,0.6445459,0.7436073
9.67E-07,0.6929621,0.6434969,0.7425307
9.67E-07,0.6919002,0.6424487,0.7414548
9.67E-07,0.6908391,0.6414012,0.7403798
9.67E-07,0.6897788,0.6403544,0.7393056
9.67E-07,0.6887192,0.6393084,0.7382322
9.67E-07,0.6876604,0.6382631,0.7371596
9.67E-07,0.6866024,0.6372186,0.7360878
9.67E-07,0.6855451,0.6361748,0.7350169
9.67E-07,0.6844886,0.6351317,0.7339467
9.67E-07,0.6834329,0.6340893,0.7328773
9.67E-07,0.6823779,0.6330477,0.7318087
9.67E-07,0.6813237,0.6320068,0.730741
9.67E-07,0.6802703,0.6309666,0.729674
9.67E-07,0.6792176,0.6299271,0.7286078
9.67E-07,0.6781657,0.6288884,0.7275424
9.67E-07,0.6771145,0.6278504,0.7264777
9.67E-07,0.676064,0.626813,0.7254139
9.67E-07,0.6750143,0.6257764,0.7243508
9.67E-07,0.6739654,0.6247405,0.7232886
9.67E-07,0.6729172,0.6237053,0.722227
9.67E-07,0.6718697,0.6226709,0.7211663
9.67E-07,0.6708229,0.6216371,0.7201063
9.67E-07,0.6697769,0.620604,0.7190471
9.67E-07,0.6687317,0.6195716,0.7179887
9.67E-07,0.6676871,0.6185399,0.716931
9.67E-07,0.6666433,0.6175089,0.7158741
9.67E-07,0.6656002,0.6164786,0.714818
9.67E-07,0.6645579,0.615449,0.7137626
9.67E-07,0.6635162,0.6144201,0.712708
9.67E-07,0.6624753,0.6133919,0.7116541
9.67E-07,0.6614351,0.6123643,0.710601
9.67E-07,0.6603956,0.6113374,0.7095486
9.67E-07,0.6593568,0.6103113,0.708497
9.67E-07,0.6583187,0.6092858,0.7074461
9.67E-07,0.6572814,0.6082609,0.7063959
9.67E-07,0.6562447,0.6072368,0.7053465
9.67E-07,0.6552088,0.6062133,0.7042979
9.67E-07,0.6541736,0.6051905,0.7032499
9.67E-07,0.653139,0.6041683,0.7022027
9.67E-07,0.6521052,0.6031468,0.7011563
9.67E-07,0.651072,0.602126,0.7001105
9.67E-07,0.6500396,0.6011059,0.6990655
9.67E-07,0.6490078,0.6000864,0.6980212
9.67E-07,0.6479767,0.5990676,0.6969777
9.67E-07,0.6469463,0.5980494,0.6959348
9.67E-07,0.6459167,0.5970319,0.6948927
9.67E-07,0.6448876,0.596015,0.6938513
9.67E-07,0.6438593,0.5949988,0.6928106
9.67E-07,0.6428317,0.5939832,0.6917706
9.67E-07,0.6418047,0.5929683,0.6907314
9.67E-07,0.6407784,0.591954,0.6896928
9.67E-07,0.6397528,0.5909404,0.6886549
9.67E-07,0.6377036,0.5889151,0.6865813
9.67E-07,0.6387278,0.5899274,0.6876178
9.67E-07,0.63668,0.5879034,0.6855456
9.67E-07,0.635657,0.5868923,0.6845105
9.67E-07,0.6346347,0.5858818,0.6834762
9.67E-07,0.6336131,0.5848721,0.6824425
9.67E-07,0.6325922,0.5838629,0.6814095
9.67E-07,0.6315719,0.5828543,0.6803773
9.67E-07,0.6305522,0.5818464,0.6793457
9.67E-07,0.6295333,0.5808391,0.6783148
9.67E-07,0.6285149,0.5798324,0.6772845
9.67E-07,0.6274973,0.5788264,0.676255
9.67E-07,0.6264802,0.5778209,0.6752261
9.67E-07,0.6254639,0.5768161,0.674198
9.67E-07,0.6244481,0.5758119,0.6731704
9.67E-07,0.623433,0.5748084,0.6721436
9.67E-07,0.6224186,0.5738054,0.6711174
9.67E-07,0.6214048,0.572803,0.670092
9.67E-07,0.6203916,0.5718013,0.6690671
9.67E-07,0.6193791,0.5708001,0.668043
9.67E-07,0.6183672,0.5697996,0.6670195
9.67E-07,0.6173559,0.5687997,0.6659967
9.67E-07,0.6163453,0.5678004,0.6649745
9.67E-07,0.6153353,0.5668016,0.663953
9.67E-07,0.6143259,0.5658035,0.6629321
9.67E-07,0.6133171,0.564806,0.6619119
9.67E-07,0.612309,0.563809,0.6608924
9.68E-07,0.6113015,0.5628127,0.6598735
9.68E-07,0.6102946,0.5618169,0.6588552
9.68E-07,0.6092883,0.5608217,0.6578376
9.68E-07,0.6082827,0.5598272,0.6568207
9.68E-07,0.6072777,0.5588332,0.6558044
9.68E-07,0.6062732,0.5578398,0.6547887
9.68E-07,0.6052694,0.5568469,0.6537737
9.68E-07,0.6042662,0.5558547,0.6527593
9.68E-07,0.6032636,0.554863,0.6517456
9.68E-07,0.6022616,0.553872,0.6507324
9.68E-07,0.6012602,0.5528814,0.64972
9.68E-07,0.6002595,0.5518915,0.6487081
9.68E-07,0.5992593,0.5509022,0.6476969
9.68E-07,0.5982597,0.5499134,0.6466863
9.68E-07,0.5972607,0.5489252,0.6456763
9.68E-07,0.5962623,0.5479375,0.644667
9.68E-07,0.5952645,0.5469504,0.6436582
9.68E-07,0.5942673,0.5459639,0.6426501
9.68E-07,0.5932707,0.5449779,0.6416426
9.68E-07,0.5922747,0.5439926,0.6406358
9.68E-07,0.5912792,0.5430077,0.6396295
9.68E-07,0.5902844,0.5420234,0.6386239
9.68E-07,0.5892901,0.5410397,0.6376188
9.68E-07,0.5882964,0.5400566,0.6366144
9.68E-07,0.5873033,0.539074,0.6356106
9.68E-07,0.5863108,0.5380919,0.6346074
9.68E-07,0.5853189,0.5371104,0.6336048
9.68E-07,0.5843275,0.5361294,0.6326028
9.68E-07,0.5833367,0.535149,0.6316014
9.68E-07,0.5823465,0.5341692,0.6306006
9.68E-07,0.5813568,0.5331898,0.6296004
9.68E-07,0.5803677,0.5322111,0.6286008
9.68E-07,0.5793792,0.5312328,0.6276018
9.68E-07,0.5783913,0.5302551,0.6266034
9.68E-07,0.5774039,0.529278,0.6256055
9.68E-07,0.576417,0.5283014,0.6246083
9.68E-07,0.5754308,0.5273253,0.6236116
9.68E-07,0.5744451,0.5263497,0.6226156
9.68E-07,0.5734599,0.5253747,0.6216201
9.68E-07,0.5724753,0.5244002,0.6206252
9.68E-07,0.5714913,0.5234262,0.6196309
9.68E-07,0.5705078,0.5224528,0.6186372
9.68E-07,0.5695249,0.5214799,0.617644
9.68E-07,0.5685425,0.5205075,0.6166514
9.68E-07,0.5675606,0.5195357,0.6156594
9.68E-07,0.5665794,0.5185643,0.614668
9.68E-07,0.5655986,0.5175935,0.6136771
9.68E-07,0.5646184,0.5166232,0.6126868
9.68E-07,0.5636388,0.5156534,0.6116971
9.68E-07,0.5626596,0.5146841,0.6107079
9.68E-07,0.5616811,0.5137154,0.6097193
9.68E-07,0.560703,0.5127471,0.6087313
9.68E-07,0.5597255,0.5117794,0.6077438
9.68E-07,0.5587486,0.5108122,0.6067569
9.68E-07,0.5577721,0.5098455,0.6057705
9.68E-07,0.5567962,0.5088792,0.6047847
9.68E-07,0.5558208,0.5079135,0.6037995
9.68E-07,0.554846,0.5069483,0.6028148
9.68E-07,0.5538717,0.5059836,0.6018307
9.68E-07,0.5528979,0.5050195,0.6008471
9.68E-07,0.5519246,0.5040558,0.5998641
9.68E-07,0.5509519,0.5030926,0.5988816
9.68E-07,0.5499796,0.5021299,0.5978996
9.69E-07,0.5490079,0.5011677,0.5969182
9.69E-07,0.5480368,0.500206,0.5959374
9.69E-07,0.5470661,0.4992447,0.5949571
9.69E-07,0.5460959,0.498284,0.5939773
9.69E-07,0.5451263,0.4973238,0.592998
9.69E-07,0.5441572,0.496364,0.5920193
9.69E-07,0.5431885,0.4954048,0.5910412
9.69E-07,0.5422204,0.494446,0.5900636
9.69E-07,0.5412528,0.4934877,0.5890865
9.69E-07,0.5402857,0.4925299,0.5881099
9.69E-07,0.5393191,0.4915725,0.5871339
9.69E-07,0.538353,0.4906157,0.5861583
9.69E-07,0.5373875,0.4896593,0.5851834
9.69E-07,0.5364224,0.4887034,0.5842089
9.69E-07,0.5354578,0.487748,0.583235
9.69E-07,0.5344937,0.4867931,0.5822615
9.69E-07,0.5335301,0.4858386,0.5812887
9.69E-07,0.532567,0.4848846,0.5803163
9.69E-07,0.5316044,0.4839311,0.5793444
9.69E-07,0.5306423,0.482978,0.5783731
9.69E-07,0.5296807,0.4820254,0.5774023
9.69E-07,0.5287196,0.4810733,0.5764319
9.69E-07,0.5277589,0.4801216,0.5754621
9.69E-07,0.5267988,0.4791704,0.5744929
9.69E-07,0.5258391,0.4782197,0.5735241
9.69E-07,0.5248799,0.4772694,0.5725558
9.69E-07,0.5239212,0.4763196,0.571588
9.69E-07,0.522963,0.4753702,0.5706208
9.69E-07,0.5220053,0.4744213,0.569654
9.69E-07,0.521048,0.4734729,0.5686878
9.69E-07,0.5200912,0.4725249,0.567722
9.69E-07,0.5191349,0.4715774,0.5667567
9.69E-07,0.5181791,0.4706303,0.565792
9.69E-07,0.5172237,0.4696837,0.5648277
9.69E-07,0.5162688,0.4687375,0.5638639
9.69E-07,0.5153144,0.4677918,0.5629007
9.69E-07,0.5143605,0.4668464,0.5619379
9.69E-07,0.513407,0.4659016,0.5609756
9.69E-07,0.512454,0.4649572,0.5600138
9.69E-07,0.5115014,0.4640133,0.5590525
9.69E-07,0.5105493,0.4630697,0.5580916
9.69E-07,0.5095977,0.4621267,0.5571313
9.69E-07,0.5086465,0.461184,0.5561714
9.69E-07,0.5076958,0.4602418,0.555212
9.69E-07,0.5067456,0.4593001,0.5542531
9.69E-07,0.5057958,0.4583588,0.5532947
9.69E-07,0.5048465,0.4574179,0.5523368
9.69E-07,0.5038976,0.4564774,0.5513793
9.69E-07,0.5029492,0.4555374,0.5504223
9.69E-07,0.5020012,0.4545978,0.5494658
9.69E-07,0.5010537,0.4536586,0.5485098
9.69E-07,0.5001066,0.4527199,0.5475542
9.69E-07,0.49916,0.4517816,0.5465991
9.69E-07,0.4982138,0.4508437,0.5456445
9.69E-07,0.4972681,0.4499062,0.5446903
9.70E-07,0.4963228,0.4489692,0.5437366
9.70E-07,0.495378,0.4480326,0.5427834
9.70E-07,0.4944336,0.4470964,0.5418306
9.70E-07,0.4934896,0.4461606,0.5408783
9.70E-07,0.4925461,0.4452253,0.5399265
9.70E-07,0.491603,0.4442903,0.5389751
9.70E-07,0.4906604,0.4433558,0.5380242
9.70E-07,0.4897182,0.4424217,0.5370737
9.70E-07,0.4887764,0.441488,0.5361237
9.70E-07,0.4878351,0.4405547,0.5351741
9.70E-07,0.4868942,0.4396218,0.534225
9.70E-07,0.4859537,0.4386894,0.5332764
9.70E-07,0.4850136,0.4377573,0.5323282
9.70E-07,0.484074,0.4368257,0.5313805
9.70E-07,0.4831348,0.4358944,0.5304332
9.70E-07,0.4821961,0.4349636,0.5294863
9.70E-07,0.4812577,0.4340332,0.5285399
9.70E-07,0.4803198,0.4331031,0.5275939
9.70E-07,0.4793823,0.4321735,0.5266484
9.70E-07,0.4784453,0.4312443,0.5257033
9.70E-07,0.4775086,0.4303154,0.5247587
9.70E-07,0.4765724,0.429387,0.5238145
9.70E-07,0.4756365,0.428459,0.5228707
9.70E-07,0.4747011,0.4275313,0.5219274
9.70E-07,0.4737662,0.4266041,0.5209845
9.70E-07,0.4728316,0.4256773,0.5200421
9.70E-07,0.4718974,0.4247508,0.5191
9.70E-07,0.4709637,0.4238247,0.5181585
9.70E-07,0.4700304,0.422899,0.5172173
9.70E-07,0.4690974,0.4219738,0.5162766
9.70E-07,0.4681649,0.4210489,0.5153363
9.70E-07,0.4672328,0.4201244,0.5143964
9.70E-07,0.4663011,0.4192002,0.513457
9.70E-07,0.4653698,0.4182765,0.512518
9.70E-07,0.4644389,0.4173532,0.5115794
9.70E-07,0.4635084,0.4164302,0.5106412
9.70E-07,0.4625783,0.4155076,0.5097034
9.70E-07,0.4616486,0.4145854,0.5087661
9.70E-07,0.4607193,0.4136635,0.5078292
9.70E-07,0.4597904,0.4127421,0.5068927
9.70E-07,0.4588619,0.411821,0.5059566
9.70E-07,0.4579338,0.4109003,0.505021
9.70E-07,0.4570061,0.40998,0.5040857
9.70E-07,0.4560788,0.40906,0.5031509
9.70E-07,0.4551518,0.4081404,0.5022165
9.70E-07,0.4542253,0.4072212,0.5012825
9.70E-07,0.4532992,0.4063024,0.5003489
9.70E-07,0.4523734,0.4053839,0.4994157
9.70E-07,0.451448,0.4044658,0.4984829
9.70E-07,0.4505231,0.4035481,0.4975505
9.70E-07,0.4495985,0.4026307,0.4966185
9.70E-07,0.4486742,0.4017137,0.495687
9.70E-07,0.4477504,0.4007971,0.4947558
9.70E-07,0.446827,0.3998808,0.493825
9.70E-07,0.4459039,0.3989648,0.4928947
9.70E-07,0.4449812,0.3980493,0.4919647
9.70E-07,0.4440589,0.3971341,0.4910351
9.70E-07,0.443137,0.3962192,0.490106
9.70E-07,0.4422154,0.3953048,0.4891772
9.70E-07,0.4412942,0.3943906,0.4882488
9.70E-07,0.4403734,0.3934769,0.4873208
9.70E-07,0.439453,0.3925635,0.4863932
9.70E-07,0.4385329,0.3916504,0.485466
9.70E-07,0.4376132,0.3907377,0.4845392
9.70E-07,0.4366939,0.3898253,0.4836128
9.70E-07,0.435775,0.3889133,0.4826868
9.70E-07,0.4348564,0.3880017,0.4817611
9.70E-07,0.4339382,0.3870904,0.4808358
9.70E-07,0.4330203,0.3861794,0.479911
9.70E-07,0.4321028,0.3852688,0.4789865
9.70E-07,0.4311857,0.3843585,0.4780624
9.70E-07,0.430269,0.3834486,0.4771386
9.70E-07,0.4293526,0.382539,0.4762153
9.70E-07,0.4284365,0.3816297,0.4752923
9.70E-07,0.4275209,0.3807208,0.4743697
9.70E-07,0.4266055,0.3798123,0.4734475
9.70E-07,0.4256906,0.378904,0.4725257
9.70E-07,0.424776,0.3779962,0.4716042
9.70E-07,0.4238617,0.3770886,0.4706831
9.70E-07,0.4229478,0.3761814,0.4697624
9.70E-07,0.4220343,0.3752745,0.468842
9.70E-07,0.4211211,0.374368,0.4679221
9.70E-07,0.4202082,0.3734618,0.4670025
9.70E-07,0.4192958,0.3725559,0.4660832
9.70E-07,0.4183836,0.3716503,0.4651644
9.71E-07,0.4174718,0.3707451,0.4642459
9.71E-07,0.4165604,0.3698402,0.4633277
9.71E-07,0.4156493,0.3689357,0.4624099
9.71E-07,0.4147385,0.3680314,0.4614925
9.71E-07,0.4138281,0.3671275,0.4605755
9.71E-07,0.412918,0.3662239,0.4596588
9.71E-07,0.4120083,0.3653207,0.4587425
9.71E-07,0.4110989,0.3644177,0.4578265
9.71E-07,0.4101899,0.3635151,0.4569109
9.71E-07,0.4092812,0.3626128,0.4559956
9.71E-07,0.4083728,0.3617108,0.4550807
9.71E-07,0.4074648,0.3608092,0.4541662
9.71E-07,0.4065571,0.3599078,0.453252
9.71E-07,0.4056497,0.3590068,0.4523382
9.71E-07,0.4047427,0.3581061,0.4514247
9.71E-07,0.403836,0.3572057,0.4505116
9.71E-07,0.4029296,0.3563056,0.4495988
9.71E-07,0.4020236,0.3554059,0.4486863
9.71E-07,0.4011179,0.3545064,0.4477742
9.71E-07,0.4002125,0.3536073,0.4468625
9.71E-07,0.3993075,0.3527085,0.4459511
9.71E-07,0.3984027,0.3518099,0.4450401
9.71E-07,0.3974984,0.3509117,0.4441294
9.71E-07,0.3965943,0.3500138,0.443219
9.71E-07,0.3956905,0.3491162,0.442309
9.71E-07,0.3947871,0.3482189,0.4413993
9.71E-07,0.393884,0.347322,0.4404899
9.71E-07,0.3929812,0.3464253,0.4395809
9.71E-07,0.3920788,0.3455289,0.4386723
9.71E-07,0.3911766,0.3446328,0.4377639
9.71E-07,0.3902748,0.343737,0.4368559
9.71E-07,0.3893733,0.3428416,0.4359483
9.71E-07,0.3884721,0.3419464,0.435041
9.71E-07,0.3875713,0.3410515,0.434134
9.71E-07,0.3866707,0.3401569,0.4332273
9.71E-07,0.3857705,0.3392626,0.432321
9.71E-07,0.3848705,0.3383686,0.431415
9.71E-07,0.3839709,0.3374749,0.4305093
9.71E-07,0.3830716,0.3365815,0.429604
9.71E-07,0.3821726,0.3356885,0.4286989
9.71E-07,0.3812739,0.3347956,0.4277943
9.71E-07,0.3803755,0.3339031,0.4268899
9.71E-07,0.3794775,0.3330109,0.4259858
9.71E-07,0.3785797,0.3321189,0.4250821
9.71E-07,0.3776822,0.3312273,0.4241787
9.71E-07,0.3767851,0.3303359,0.4232757
9.71E-07,0.3758882,0.3294448,0.4223729
9.71E-07,0.3749917,0.328554,0.4214705
9.71E-07,0.3740954,0.3276635,0.4205684
9.71E-07,0.3731995,0.3267733,0.4196666
9.71E-07,0.3723038,0.3258833,0.4187651
9.71E-07,0.3714084,0.3249937,0.4178639
9.71E-07,0.3705134,0.3241043,0.416963
9.71E-07,0.3696186,0.3232152,0.4160625
9.71E-07,0.3687242,0.3223264,0.4151623
9.71E-07,0.36783,0.3214378,0.4142624
9.71E-07,0.3669361,0.3205495,0.4133627
9.71E-07,0.3660425,0.3196615,0.4124634
9.71E-07,0.3651492,0.3187738,0.4115645
9.71E-07,0.3642562,0.3178864,0.4106658
9.71E-07,0.3633635,0.3169992,0.4097674
9.71E-07,0.3624711,0.3161123,0.4088693
9.71E-07,0.361579,0.3152257,0.4079716
9.71E-07,0.3606871,0.3143394,0.4070741
9.71E-07,0.3597956,0.3134533,0.406177
9.71E-07,0.3589043,0.3125675,0.4052801
9.71E-07,0.3580133,0.3116819,0.4043836
9.71E-07,0.3571226,0.3107967,0.4034873
9.71E-07,0.3562322,0.3099116,0.4025914
9.71E-07,0.3553421,0.3090269,0.4016957
9.71E-07,0.3544522,0.3081424,0.4008004
9.71E-07,0.3535627,0.3072582,0.3999053
9.71E-07,0.3526734,0.3063743,0.3990105
9.71E-07,0.3517843,0.3054906,0.3981161
9.71E-07,0.3508956,0.3046072,0.3972219
9.71E-07,0.3500071,0.303724,0.396328
9.71E-07,0.349119,0.3028411,0.3954344
9.71E-07,0.3482311,0.3019585,0.3945411
9.71E-07,0.3473434,0.3010761,0.3936481
9.71E-07,0.3464561,0.300194,0.3927554
9.71E-07,0.345569,0.2993121,0.391863
9.71E-07,0.3446822,0.2984305,0.3909709
9.71E-07,0.3437956,0.2975491,0.390079
9.71E-07,0.3429093,0.296668,0.3891874
9.71E-07,0.3420233,0.2957872,0.3882962
9.71E-07,0.3411376,0.2949066,0.3874052
9.71E-07,0.3402521,0.2940263,0.3865145
9.71E-07,0.3393669,0.2931462,0.385624
9.72E-07,0.338482,0.2922663,0.3847339
9.72E-07,0.3375973,0.2913867,0.383844
9.72E-07,0.3367129,0.2905074,0.3829544
9.72E-07,0.3358288,0.2896283,0.3820651
9.72E-07,0.3349449,0.2887494,0.3811761
9.72E-07,0.3340613,0.2878708,0.3802873
9.72E-07,0.3331779,0.2869925,0.3793989
9.72E-07,0.3322948,0.2861144,0.3785107
9.72E-07,0.331412,0.2852365,0.3776227
9.72E-07,0.3305294,0.2843589,0.3767351
9.72E-07,0.3296471,0.2834815,0.3758477
9.72E-07,0.328765,0.2826043,0.3749606
9.72E-07,0.3278832,0.2817274,0.3740738
9.72E-07,0.3270016,0.2808508,0.3731872
9.72E-07,0.3261203,0.2799743,0.3723009
9.72E-07,0.3252393,0.2790981,0.3714149
9.72E-07,0.3243585,0.2782222,0.3705291
9.72E-07,0.3234779,0.2773465,0.3696436
9.72E-07,0.3225976,0.276471,0.3687584
9.72E-07,0.3217176,0.2755957,0.3678734
9.72E-07,0.3208378,0.2747207,0.3669887
9.72E-07,0.3199582,0.273846,0.3661043
9.72E-07,0.3190789,0.2729714,0.3652202
9.72E-07,0.3181999,0.2720971,0.3643362
9.72E-07,0.3173211,0.271223,0.3634526
9.72E-07,0.3164425,0.2703492,0.3625692
9.72E-07,0.3155642,0.2694755,0.3616861
9.72E-07,0.3146861,0.2686021,0.3608032
9.72E-07,0.3138083,0.267729,0.3599206
9.72E-07,0.3129307,0.266856,0.3590383
9.72E-07,0.3120533,0.2659833,0.3581562
9.72E-07,0.3111762,0.2651108,0.3572743
9.72E-07,0.3102993,0.2642386,0.3563927
9.72E-07,0.3094227,0.2633665,0.3555114
9.72E-07,0.3085463,0.2624947,0.3546303
9.72E-07,0.3076702,0.2616231,0.3537495
9.72E-07,0.3067942,0.2607517,0.3528689
9.72E-07,0.3059185,0.2598806,0.3519886
9.72E-07,0.3050431,0.2590096,0.3511085
9.72E-07,0.3041679,0.2581389,0.3502287
9.72E-07,0.3032929,0.2572684,0.3493491
9.73E-07,0.3024181,0.2563982,0.3484698
9.73E-07,0.3015436,0.2555281,0.3475907
9.73E-07,0.3006693,0.2546582,0.3467118
9.73E-07,0.2997953,0.2537886,0.3458332
9.73E-07,0.2989214,0.2529192,0.3449549
9.73E-07,0.2980478,0.25205,0.3440768
9.73E-07,0.2971744,0.251181,0.3431989
9.73E-07,0.2963013,0.2503122,0.3423213
9.73E-07,0.2954284,0.2494436,0.3414439
9.73E-07,0.2945557,0.2485753,0.3405667
9.73E-07,0.2936832,0.2477071,0.3396898
9.73E-07,0.2928109,0.2468392,0.3388132
9.73E-07,0.2919389,0.2459714,0.3379367
9.73E-07,0.2910671,0.2451039,0.3370605
9.73E-07,0.2901955,0.2442366,0.3361846
9.73E-07,0.2893241,0.2433695,0.3353089
9.73E-07,0.288453,0.2425026,0.3344334
9.76E-07,0.2875821,0.2416359,0.3335581
9.76E-07,0.2867114,0.2407694,0.3326831
9.76E-07,0.2858409,0.2399031,0.3318083
9.76E-07,0.2849706,0.239037,0.3309337
9.76E-07,0.2841005,0.2381711,0.3300594
9.76E-07,0.2832307,0.2373054,0.3291853
9.76E-07,0.2823611,0.2364399,0.3283114
9.76E-07,0.2814916,0.2355746,0.3274378
9.76E-07,0.2806224,0.2347095,0.3265644
9.76E-07,0.2797535,0.2338446,0.3256912
9.76E-07,0.2788847,0.2329799,0.3248182
9.76E-07,0.2780161,0.2321154,0.3239455
9.76E-07,0.2771477,0.2312511,0.323073
