Power Consumed,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
9.76E-07,0.2762796,0.230387,0.3222007
9.76E-07,0.2754116,0.2295231,0.3213286
9.76E-07,0.2745439,0.2286593,0.3204568
9.76E-07,0.2736764,0.2277958,0.3195851
9.76E-07,0.2728091,0.2269325,0.3187137
9.76E-07,0.2719419,0.2260693,0.3178425
9.76E-07,0.271075,0.2252064,0.3169716
9.77E-07,0.2702083,0.2243436,0.3161008
9.77E-07,0.2693418,0.223481,0.3152303
9.77E-07,0.2684755,0.2226186,0.31436
9.77E-07,0.2676094,0.2217564,0.3134899
9.77E-07,0.2667435,0.2208944,0.31262
9.77E-07,0.2658778,0.2200325,0.3117503
9.77E-07,0.2650123,0.2191709,0.3108808
9.77E-07,0.264147,0.2183094,0.3100116
9.77E-07,0.2632819,0.2174481,0.3091426
9.77E-07,0.262417,0.216587,0.3082737
9.77E-07,0.2615522,0.2157261,0.3074051
9.77E-07,0.2606877,0.2148654,0.3065367
9.77E-07,0.2598234,0.2140048,0.3056685
9.77E-07,0.2589593,0.2131445,0.3048005
9.77E-07,0.2580953,0.2122843,0.3039327
9.77E-07,0.2572316,0.2114243,0.3030652
9.77E-07,0.256368,0.2105644,0.3021978
9.77E-07,0.2555047,0.2097048,0.3013307
9.77E-07,0.2546415,0.2088453,0.3004637
9.77E-07,0.2537785,0.207986,0.2995969
9.77E-07,0.2529157,0.2071268,0.2987304
9.77E-07,0.2520531,0.2062679,0.297864
9.78E-07,0.2511907,0.2054091,0.2969979
9.78E-07,0.2503285,0.2045505,0.2961319
9.78E-07,0.2494664,0.203692,0.2952662
9.78E-07,0.2486046,0.2028338,0.2944006
9.78E-07,0.2477429,0.2019757,0.2935353
9.78E-07,0.2468814,0.2011178,0.2926701
9.78E-07,0.2460201,0.20026,0.2918052
9.78E-07,0.245159,0.1994024,0.2909404
9.78E-07,0.244298,0.198545,0.2900759
9.78E-07,0.2434373,0.1976877,0.2892115
9.78E-07,0.2425767,0.1968307,0.2883473
9.78E-07,0.2417163,0.1959737,0.2874833
9.78E-07,0.2408561,0.195117,0.2866195
9.78E-07,0.2391362,0.193404,0.2848926
9.78E-07,0.239996,0.1942604,0.285756
9.78E-07,0.2382765,0.1925477,0.2840293
9.78E-07,0.237417,0.1916916,0.2831663
9.78E-07,0.2365576,0.1908357,0.2823035
9.78E-07,0.2356985,0.1899799,0.2814408
9.78E-07,0.2348395,0.1891243,0.2805784
9.78E-07,0.2339807,0.1882688,0.2797161
9.78E-07,0.233122,0.1874135,0.278854
9.78E-07,0.2322635,0.1865584,0.2779921
9.78E-07,0.2314052,0.1857034,0.2771304
9.78E-07,0.2305471,0.1848486,0.2762689
9.78E-07,0.2296891,0.1839939,0.2754075
9.78E-07,0.2288313,0.1831394,0.2745463
9.78E-07,0.2279737,0.182285,0.2736854
9.78E-07,0.2271163,0.1814308,0.2728245
9.78E-07,0.226259,0.1805768,0.2719639
9.78E-07,0.2254019,0.1797229,0.2711035
9.78E-07,0.2245449,0.1788691,0.2702432
9.79E-07,0.2236881,0.1780156,0.2693831
9.79E-07,0.2228315,0.1771621,0.2685232
9.79E-07,0.221975,0.1763088,0.2676635
9.79E-07,0.2211187,0.1754557,0.2668039
9.79E-07,0.2202626,0.1746027,0.2659445
9.79E-07,0.2194066,0.1737499,0.2650853
9.79E-07,0.2185508,0.1728972,0.2642263
9.79E-07,0.2176951,0.1720446,0.2633674
9.79E-07,0.2168396,0.1711922,0.2625087
9.79E-07,0.2159843,0.17034,0.2616502
9.79E-07,0.2151291,0.1694878,0.2607919
9.79E-07,0.2142741,0.1686359,0.2599337
9.79E-07,0.2134192,0.167784,0.2590757
9.79E-07,0.2125645,0.1669324,0.2582179
9.79E-07,0.2117099,0.1660808,0.2573602
9.79E-07,0.2108555,0.1652294,0.2565027
9.79E-07,0.2100013,0.1643782,0.2556454
9.79E-07,0.2091472,0.163527,0.2547882
9.79E-07,0.2082933,0.1626761,0.2539312
9.79E-07,0.2074395,0.1618252,0.2530744
9.79E-07,0.2065858,0.1609745,0.2522177
9.79E-07,0.2057323,0.160124,0.2513612
9.79E-07,0.204879,0.1592735,0.2505049
9.79E-07,0.2040258,0.1584232,0.2496487
9.80E-07,0.2031728,0.1575731,0.2487927
9.80E-07,0.2023199,0.1567231,0.2479368
9.80E-07,0.2014671,0.1558732,0.2470811
9.80E-07,0.2006145,0.1550234,0.2462256
9.80E-07,0.1997621,0.1541738,0.2453702
9.80E-07,0.1989098,0.1533243,0.244515
9.80E-07,0.1980576,0.1524749,0.2436599
9.80E-07,0.1972056,0.1516257,0.242805
9.80E-07,0.1963537,0.1507766,0.2419503
9.80E-07,0.195502,0.1499277,0.2410957
9.80E-07,0.1946504,0.1490788,0.2402412
9.80E-07,0.1937989,0.1482301,0.2393869
9.80E-07,0.1929476,0.1473815,0.2385328
9.80E-07,0.1920964,0.1465331,0.2376788
9.80E-07,0.1912454,0.1456848,0.236825
9.80E-07,0.1903945,0.1448366,0.2359713
9.80E-07,0.1895438,0.1439885,0.2351178
9.80E-07,0.1886931,0.1431405,0.2342644
9.80E-07,0.1878427,0.1422927,0.2334112
9.80E-07,0.1869923,0.141445,0.2325581
9.80E-07,0.1861421,0.1405974,0.2317052
9.80E-07,0.185292,0.1397499,0.2308524
9.80E-07,0.1844421,0.1389026,0.2299998
9.80E-07,0.1835923,0.1380554,0.2291473
9.80E-07,0.1827426,0.1372083,0.2282949
9.80E-07,0.181893,0.1363613,0.2274427
9.80E-07,0.1810436,0.1355144,0.2265907
9.80E-07,0.1801943,0.1346677,0.2257388
9.80E-07,0.1793452,0.1338211,0.224887
9.80E-07,0.1784962,0.1329746,0.2240354
9.81E-07,0.1776473,0.1321282,0.2231839
9.81E-07,0.1767985,0.1312819,0.2223325
9.81E-07,0.1759499,0.1304357,0.2214813
9.81E-07,0.1751013,0.1295897,0.2206303
9.81E-07,0.174253,0.1287437,0.2197794
9.81E-07,0.1734047,0.1278979,0.2189286
9.81E-07,0.1725566,0.1270522,0.2180779
9.81E-07,0.1717085,0.1262066,0.2172274
9.81E-07,0.1708607,0.1253611,0.216377
9.81E-07,0.1700129,0.1245157,0.2155268
9.81E-07,0.1691652,0.1236705,0.2146767
9.81E-07,0.1683177,0.1228253,0.2138267
9.81E-07,0.1674703,0.1219802,0.2129769
9.81E-07,0.166623,0.1211353,0.2121271
9.81E-07,0.1657759,0.1202904,0.2112776
9.81E-07,0.1649288,0.1194457,0.2104281
9.81E-07,0.1640819,0.1186011,0.2095788
9.81E-07,0.1632351,0.1177566,0.2087296
9.81E-07,0.1623884,0.1169122,0.2078806
9.81E-07,0.1615418,0.1160679,0.2070317
9.81E-07,0.1606954,0.1152236,0.2061829
9.81E-07,0.159849,0.1143795,0.2053342
9.81E-07,0.1590028,0.1135355,0.2044857
9.81E-07,0.1581567,0.1126916,0.2036372
9.81E-07,0.1573107,0.1118478,0.2027889
9.81E-07,0.1564648,0.1110041,0.2019408
9.82E-07,0.155619,0.1101605,0.2010927
9.82E-07,0.1547734,0.109317,0.2002448
9.82E-07,0.1539278,0.1084736,0.199397
9.82E-07,0.1530824,0.1076303,0.1985494
9.82E-07,0.152237,0.1067871,0.1977018
9.82E-07,0.1513918,0.105944,0.1968544
9.82E-07,0.1505467,0.105101,0.1960071
9.82E-07,0.1497017,0.104258,0.1951599
9.82E-07,0.1488568,0.1034152,0.1943128
9.82E-07,0.148012,0.1025725,0.1934659
9.82E-07,0.1471673,0.1017298,0.192619
9.82E-07,0.1463227,0.1008873,0.1917723
9.82E-07,0.1454782,0.1000448,0.1909258
9.82E-07,0.1446338,0.09920246,0.1900793
9.82E-07,0.1437895,0.09836018,0.1892329
9.82E-07,0.1429454,0.097518,0.1883867
9.82E-07,0.1421013,0.0966759,0.1875405
9.82E-07,0.1412573,0.0958339,0.1866945
9.82E-07,0.1404134,0.09499199,0.1858486
9.82E-07,0.1395697,0.09415016,0.1850028
9.82E-07,0.138726,0.09330841,0.1841571
9.82E-07,0.1378824,0.09246675,0.1833115
9.82E-07,0.137039,0.09162518,0.1824661
9.82E-07,0.1361956,0.0907837,0.1816207
9.82E-07,0.1353523,0.08994229,0.1807755
9.82E-07,0.1345091,0.08910098,0.1799303
9.82E-07,0.133666,0.08825974,0.1790853
9.82E-07,0.132823,0.0874186,0.1782404
9.82E-07,0.1319801,0.08657754,0.1773956
9.82E-07,0.1311373,0.08573655,0.1765509
9.82E-07,0.1302946,0.08489565,0.1757063
9.83E-07,0.129452,0.08405481,0.1748618
9.83E-07,0.1286095,0.08321406,0.1740174
9.83E-07,0.127767,0.0823734,0.1731731
9.83E-07,0.1269247,0.08153281,0.1723289
9.83E-07,0.1260824,0.0806923,0.1714848
9.83E-07,0.1252403,0.07985188,0.1706408
9.83E-07,0.1243982,0.07901152,0.1697969
9.83E-07,0.1235562,0.07817123,0.1689532
9.83E-07,0.1227143,0.07733102,0.1681095
9.83E-07,0.1218725,0.07649091,0.1672659
9.83E-07,0.1210308,0.07565085,0.1664224
9.83E-07,0.1201891,0.07481087,0.165579
9.83E-07,0.1193476,0.07397096,0.1647357
9.83E-07,0.1185061,0.07313112,0.1638925
9.83E-07,0.1176647,0.07229135,0.1630495
9.83E-07,0.1168234,0.07145166,0.1622065
9.83E-07,0.1159822,0.07061204,0.1613635
9.83E-07,0.115141,0.06977249,0.1605207
9.83E-07,0.1143,0.06893301,0.159678
9.83E-07,0.113459,0.06809359,0.1588354
9.83E-07,0.1126181,0.06725424,0.1579929
9.83E-07,0.1117773,0.06641497,0.1571504
9.83E-07,0.1109365,0.06557576,0.1563081
9.84E-07,0.1100959,0.06473661,0.1554658
9.84E-07,0.1092553,0.06389753,0.1546236
9.84E-07,0.1084148,0.0630585,0.1537816
9.84E-07,0.1075744,0.06221955,0.1529396
9.84E-07,0.106734,0.06138068,0.1520977
9.84E-07,0.1058937,0.06054185,0.1512558
9.84E-07,0.1050535,0.05970308,0.1504141
9.84E-07,0.1042134,0.0588644,0.1495725
9.84E-07,0.1033733,0.05802576,0.1487309
9.84E-07,0.1025334,0.05718719,0.1478894
9.84E-07,0.1016935,0.05634867,0.147048
9.84E-07,0.1008536,0.05551022,0.1462067
9.84E-07,0.1000138,0.05467182,0.1453655
9.84E-07,0.09917415,0.05383348,0.1445244
9.84E-07,0.09833452,0.0529952,0.1436833
9.84E-07,0.09749496,0.05215698,0.1428423
9.84E-07,0.09665548,0.05131882,0.1420014
9.84E-07,0.09581605,0.05048071,0.1411606
9.84E-07,0.0949767,0.04964265,0.1403199
9.84E-07,0.09413741,0.04880466,0.1394792
9.84E-07,0.09329819,0.04796671,0.1386387
9.84E-07,0.09245904,0.04712882,0.1377982
9.84E-07,0.09161995,0.04629098,0.1369577
9.84E-07,0.09078093,0.0454532,0.1361174
9.84E-07,0.08994196,0.04461547,0.1352771
9.84E-07,0.08910307,0.04377778,0.1344369
9.84E-07,0.08826423,0.04294015,0.1335968
9.84E-07,0.08742546,0.04210257,0.1327568
9.85E-07,0.08658675,0.04126504,0.1319168
9.85E-07,0.0857481,0.04042756,0.1310769
9.85E-07,0.08490951,0.03959013,0.1302371
9.85E-07,0.08407098,0.03875274,0.1293973
9.85E-07,0.08323251,0.03791541,0.1285576
9.85E-07,0.08239409,0.03707811,0.127718
9.85E-07,0.08155574,0.03624086,0.1268785
9.85E-07,0.08071744,0.03540366,0.126039
9.85E-07,0.0798792,0.0345665,0.1251996
9.85E-07,0.07904101,0.03372939,0.1243602
9.85E-07,0.07820289,0.03289232,0.123521
9.85E-07,0.07736481,0.03205531,0.1226818
9.85E-07,0.07652679,0.03121833,0.1218426
9.85E-07,0.07568883,0.03038138,0.1210035
9.85E-07,0.07485091,0.02954448,0.1201645
9.85E-07,0.07401305,0.02870762,0.1193256
9.85E-07,0.07317524,0.0278708,0.1184867
9.85E-07,0.07233749,0.02703403,0.1176479
9.85E-07,0.07149978,0.02619729,0.1168091
9.85E-07,0.07066212,0.02536059,0.1159704
9.85E-07,0.06982452,0.02452392,0.1151318
9.85E-07,0.06898696,0.02368731,0.1142932
9.85E-07,0.06814945,0.02285072,0.1134547
9.85E-07,0.06731199,0.02201417,0.1126163
9.85E-07,0.06647457,0.02117765,0.1117779
9.85E-07,0.06563721,0.02034117,0.1109395
9.85E-07,0.06479988,0.01950472,0.1101013
9.85E-07,0.06396261,0.0186683,0.109263
9.85E-07,0.06312538,0.01783192,0.1084249
9.85E-07,0.06228819,0.01699557,0.1075868
9.85E-07,0.06145105,0.01615926,0.1067487
9.85E-07,0.06061395,0.01532297,0.1059107
9.85E-07,0.05977689,0.01448671,0.1050728
9.86E-07,0.05893987,0.01365049,0.1042349
9.86E-07,0.0581029,0.01281429,0.1033971
9.86E-07,0.05726596,0.01197812,0.1025593
9.86E-07,0.05642907,0.01114197,0.1017216
9.86E-07,0.05559221,0.01030586,0.1008839
9.86E-07,0.0547554,0.009469779,0.1000463
9.86E-07,0.05391862,0.008633722,0.09920867
9.86E-07,0.05308188,0.007797691,0.09837115
9.86E-07,0.05224518,0.006961685,0.09753367
9.86E-07,0.05140851,0.006125717,0.09669624
9.86E-07,0.05057189,0.005289759,0.09585885
9.86E-07,0.04973529,0.004453815,0.09502152
9.86E-07,0.04889873,0.003617905,0.09418423
9.86E-07,0.04806221,0.002782018,0.09334698
9.86E-07,0.04722571,0.001946153,0.09250979
9.86E-07,0.04638926,0.00111031,0.09167263
9.86E-07,0.04555283,0.00027449,0.09083552
9.86E-07,0.04471644,-0.000561307,0.08999846
9.86E-07,0.04388007,-0.00139709,0.08916143
9.86E-07,0.04304374,-0.002232855,0.08832446
9.86E-07,0.04220744,-0.003068603,0.08748751
9.86E-07,0.04137117,-0.00390433,0.08665062
9.87E-07,0.04053492,-0.004740049,0.08581376
9.87E-07,0.03969871,-0.005575737,0.08497694
9.87E-07,0.03886252,-0.006411419,0.08414017
9.87E-07,0.03802636,-0.007247089,0.08330343
9.87E-07,0.03719022,-0.008082728,0.08246673
9.87E-07,0.03635412,-0.00891836,0.08163007
9.87E-07,0.03551803,-0.009753981,0.08079344
9.87E-07,0.03468198,-0.01058959,0.07995686
9.87E-07,0.03384594,-0.01142518,0.0791203
9.87E-07,0.03300993,-0.01226077,0.07828379
9.87E-07,0.03217395,-0.01309634,0.0774473
9.87E-07,0.03133798,-0.0139319,0.07661086
9.87E-07,0.03050204,-0.01476745,0.07577444
9.87E-07,0.02966612,-0.01560299,0.07493806
9.87E-07,0.02883022,-0.01643852,0.07410171
9.87E-07,0.02799434,-0.01727404,0.07326539
9.87E-07,0.02715848,-0.01810956,0.07242911
9.87E-07,0.02632264,-0.01894507,0.07159285
9.87E-07,0.02548681,-0.01978057,0.07075663
9.87E-07,0.02465101,-0.02061606,0.06992043
9.87E-07,0.02381522,-0.02145155,0.06908427
9.87E-07,0.02297945,-0.02228704,0.06824814
9.87E-07,0.02214369,-0.02312252,0.06741203
9.87E-07,0.02130795,-0.023958,0.06657595
9.87E-07,0.02047223,-0.02479347,0.06573988
9.87E-07,0.01963652,-0.02562894,0.06490385
9.87E-07,0.01880082,-0.02646441,0.06406784
9.87E-07,0.01796514,-0.02729987,0.06323187
9.87E-07,0.01712946,-0.02813534,0.06239591
9.87E-07,0.0162938,-0.02897081,0.06155998
9.87E-07,0.01545816,-0.02980628,0.06072406
9.88E-07,0.01462252,-0.03064175,0.05988817
9.88E-07,0.01378689,-0.03147722,0.05905231
9.88E-07,0.01295127,-0.03231269,0.05821646
9.88E-07,0.01211567,-0.03314816,0.05738064
9.88E-07,0.01128007,-0.03398364,0.05654484
9.88E-07,0.01044447,-0.03481912,0.05570907
9.88E-07,0.00960889,-0.03565459,0.0548733
9.88E-07,0.008773312,-0.03649008,0.05403756
9.88E-07,0.00793774,-0.03732559,0.05320183
9.88E-07,0.007102173,-0.03816109,0.05236611
9.88E-07,0.006266612,-0.03899659,0.05153041
9.88E-07,0.005431055,-0.03983211,0.05069473
9.88E-07,0.004595501,-0.04066764,0.04985908
9.88E-07,0.003759951,-0.04150317,0.04902343
9.88E-07,0.002924404,-0.04233871,0.0481878
9.88E-07,0.002088858,-0.04317425,0.04735218
9.88E-07,0.001253314,-0.04400982,0.04651657
9.88E-07,0.000417771,-0.04484539,0.04568097
9.88E-07,-0.000417771,-0.04568097,0.04484539
9.88E-07,-0.001253314,-0.04651657,0.04400982
9.88E-07,-0.002088858,-0.04735218,0.04317425
9.88E-07,-0.002924404,-0.0481878,0.04233871
9.88E-07,-0.003759951,-0.04902343,0.04150317
9.88E-07,-0.004595501,-0.04985908,0.04066764
9.88E-07,-0.005431055,-0.05069473,0.03983211
9.88E-07,-0.006266612,-0.05153041,0.03899659
9.88E-07,-0.007102173,-0.05236611,0.03816109
9.88E-07,-0.00793774,-0.05320183,0.03732559
9.88E-07,-0.008773312,-0.05403756,0.03649008
9.88E-07,-0.00960889,-0.0548733,0.03565459
9.88E-07,-0.01044447,-0.05570907,0.03481912
9.88E-07,-0.01128007,-0.05654484,0.03398364
9.88E-07,-0.01211567,-0.05738064,0.03314816
9.89E-07,-0.01295127,-0.05821646,0.03231269
9.89E-07,-0.01378689,-0.05905231,0.03147722
9.89E-07,-0.01462252,-0.05988817,0.03064175
9.89E-07,-0.01545816,-0.06072406,0.02980628
9.89E-07,-0.0162938,-0.06155998,0.02897081
9.89E-07,-0.01712946,-0.06239591,0.02813534
9.89E-07,-0.01796514,-0.06323187,0.02729987
9.89E-07,-0.01880082,-0.06406784,0.02646441
9.89E-07,-0.01963652,-0.06490385,0.02562894
9.89E-07,-0.02047223,-0.06573988,0.02479347
9.89E-07,-0.02130795,-0.06657595,0.023958
9.89E-07,-0.02214369,-0.06741203,0.02312252
9.89E-07,-0.02297945,-0.06824814,0.02228704
9.89E-07,-0.02381522,-0.06908427,0.02145155
9.89E-07,-0.02465101,-0.06992043,0.02061606
9.89E-07,-0.02548681,-0.07075663,0.01978057
9.89E-07,-0.02632264,-0.07159285,0.01894507
9.89E-07,-0.02715848,-0.07242911,0.01810956
9.89E-07,-0.02799434,-0.07326539,0.01727404
9.89E-07,-0.02883022,-0.07410171,0.01643852
9.89E-07,-0.02966612,-0.07493806,0.01560299
9.89E-07,-0.03050204,-0.07577444,0.01476745
9.89E-07,-0.03133798,-0.07661086,0.0139319
9.89E-07,-0.03217395,-0.0774473,0.01309634
9.89E-07,-0.03300993,-0.07828379,0.01226077
9.90E-07,-0.03384594,-0.0791203,0.01142518
9.90E-07,-0.03468198,-0.07995686,0.01058959
9.90E-07,-0.03551803,-0.08079344,0.009753981
9.90E-07,-0.03635412,-0.08163007,0.00891836
9.90E-07,-0.03719022,-0.08246673,0.008082728
9.90E-07,-0.03802636,-0.08330343,0.007247089
9.90E-07,-0.03886252,-0.08414017,0.006411419
9.90E-07,-0.03969871,-0.08497694,0.005575737
9.90E-07,-0.04053492,-0.08581376,0.004740049
9.90E-07,-0.04137117,-0.08665062,0.00390433
9.90E-07,-0.04220744,-0.08748751,0.003068603
9.90E-07,-0.04304374,-0.08832446,0.002232855
9.90E-07,-0.04388007,-0.08916143,0.00139709
9.90E-07,-0.04471644,-0.08999846,0.000561307
9.90E-07,-0.04555283,-0.09083552,-0.00027449
9.90E-07,-0.04638926,-0.09167263,-0.00111031
9.90E-07,-0.04722571,-0.09250979,-0.001946153
9.90E-07,-0.04806221,-0.09334698,-0.002782018
9.90E-07,-0.04889873,-0.09418423,-0.003617905
9.90E-07,-0.04973529,-0.09502152,-0.004453815
9.90E-07,-0.05057189,-0.09585885,-0.005289759
9.90E-07,-0.05140851,-0.09669624,-0.006125717
9.90E-07,-0.05224518,-0.09753367,-0.006961685
9.91E-07,-0.05308188,-0.09837115,-0.007797691
9.91E-07,-0.05391862,-0.09920867,-0.008633722
9.91E-07,-0.0547554,-0.1000463,-0.009469779
9.91E-07,-0.05559221,-0.1008839,-0.01030586
9.91E-07,-0.05642907,-0.1017216,-0.01114197
9.91E-07,-0.05726596,-0.1025593,-0.01197812
9.91E-07,-0.0581029,-0.1033971,-0.01281429
9.91E-07,-0.05893987,-0.1042349,-0.01365049
9.91E-07,-0.05977689,-0.1050728,-0.01448671
9.91E-07,-0.06061395,-0.1059107,-0.01532297
9.91E-07,-0.06145105,-0.1067487,-0.01615926
9.91E-07,-0.06228819,-0.1075868,-0.01699557
9.91E-07,-0.06312538,-0.1084249,-0.01783192
9.91E-07,-0.06396261,-0.109263,-0.0186683
9.91E-07,-0.06479988,-0.1101013,-0.01950472
9.91E-07,-0.06563721,-0.1109395,-0.02034117
9.91E-07,-0.06647457,-0.1117779,-0.02117765
9.91E-07,-0.06731199,-0.1126163,-0.02201417
9.92E-07,-0.06814945,-0.1134547,-0.02285072
9.92E-07,-0.06898696,-0.1142932,-0.02368731
9.92E-07,-0.06982452,-0.1151318,-0.02452392
9.92E-07,-0.07066212,-0.1159704,-0.02536059
9.92E-07,-0.07149978,-0.1168091,-0.02619729
9.92E-07,-0.07233749,-0.1176479,-0.02703403
9.92E-07,-0.07317524,-0.1184867,-0.0278708
9.92E-07,-0.07401305,-0.1193256,-0.02870762
9.92E-07,-0.07485091,-0.1201645,-0.02954448
9.92E-07,-0.07568883,-0.1210035,-0.03038138
9.92E-07,-0.07652679,-0.1218426,-0.03121833
9.92E-07,-0.07736481,-0.1226818,-0.03205531
9.92E-07,-0.07820289,-0.123521,-0.03289232
9.92E-07,-0.07904101,-0.1243602,-0.03372939
9.92E-07,-0.0798792,-0.1251996,-0.0345665
9.92E-07,-0.08071744,-0.126039,-0.03540366
9.92E-07,-0.08155574,-0.1268785,-0.03624086
9.92E-07,-0.08239409,-0.127718,-0.03707811
9.92E-07,-0.08323251,-0.1285576,-0.03791541
9.93E-07,-0.08407098,-0.1293973,-0.03875274
9.93E-07,-0.08490951,-0.1302371,-0.03959013
9.93E-07,-0.0857481,-0.1310769,-0.04042756
9.93E-07,-0.08658675,-0.1319168,-0.04126504
9.93E-07,-0.08742546,-0.1327568,-0.04210257
9.93E-07,-0.08826423,-0.1335968,-0.04294015
9.93E-07,-0.08910307,-0.1344369,-0.04377778
9.93E-07,-0.08994196,-0.1352771,-0.04461547
9.93E-07,-0.09078093,-0.1361174,-0.0454532
9.93E-07,-0.09161995,-0.1369577,-0.04629098
9.93E-07,-0.09245904,-0.1377982,-0.04712882
9.93E-07,-0.09329819,-0.1386387,-0.04796671
9.93E-07,-0.09413741,-0.1394792,-0.04880466
9.93E-07,-0.0949767,-0.1403199,-0.04964265
9.93E-07,-0.09581605,-0.1411606,-0.05048071
9.93E-07,-0.09665548,-0.1420014,-0.05131882
9.93E-07,-0.09749496,-0.1428423,-0.05215698
9.93E-07,-0.09833452,-0.1436833,-0.0529952
9.93E-07,-0.09917415,-0.1445244,-0.05383348
9.93E-07,-0.1000138,-0.1453655,-0.05467182
9.93E-07,-0.1008536,-0.1462067,-0.05551022
9.93E-07,-0.1016935,-0.147048,-0.05634867
9.93E-07,-0.1025334,-0.1478894,-0.05718719
9.93E-07,-0.1033733,-0.1487309,-0.05802576
9.93E-07,-0.1042134,-0.1495725,-0.0588644
9.94E-07,-0.1050535,-0.1504141,-0.05970308
9.94E-07,-0.1058937,-0.1512558,-0.06054185
9.94E-07,-0.106734,-0.1520977,-0.06138068
9.94E-07,-0.1075744,-0.1529396,-0.06221955
9.94E-07,-0.1084148,-0.1537816,-0.0630585
9.94E-07,-0.1092553,-0.1546236,-0.06389753
9.94E-07,-0.1100959,-0.1554658,-0.06473661
9.94E-07,-0.1109365,-0.1563081,-0.06557576
9.94E-07,-0.1117773,-0.1571504,-0.06641497
9.94E-07,-0.1126181,-0.1579929,-0.06725424
9.94E-07,-0.113459,-0.1588354,-0.06809359
9.94E-07,-0.1143,-0.159678,-0.06893301
9.94E-07,-0.115141,-0.1605207,-0.06977249
9.94E-07,-0.1159822,-0.1613635,-0.07061204
9.94E-07,-0.1168234,-0.1622065,-0.07145166
9.94E-07,-0.1176647,-0.1630495,-0.07229135
9.94E-07,-0.1185061,-0.1638925,-0.07313112
9.94E-07,-0.1193476,-0.1647357,-0.07397096
9.94E-07,-0.1201891,-0.165579,-0.07481087
9.94E-07,-0.1210308,-0.1664224,-0.07565085
9.94E-07,-0.1218725,-0.1672659,-0.07649091
9.94E-07,-0.1227143,-0.1681095,-0.07733102
9.94E-07,-0.1235562,-0.1689532,-0.07817123
9.94E-07,-0.1243982,-0.1697969,-0.07901152
9.94E-07,-0.1252403,-0.1706408,-0.07985188
9.94E-07,-0.1260824,-0.1714848,-0.0806923
9.94E-07,-0.1269247,-0.1723289,-0.08153281
9.94E-07,-0.127767,-0.1731731,-0.0823734
9.94E-07,-0.1286095,-0.1740174,-0.08321406
9.94E-07,-0.129452,-0.1748618,-0.08405481
9.94E-07,-0.1302946,-0.1757063,-0.08489565
9.94E-07,-0.1311373,-0.1765509,-0.08573655
9.94E-07,-0.1319801,-0.1773956,-0.08657754
9.94E-07,-0.132823,-0.1782404,-0.0874186
9.94E-07,-0.133666,-0.1790853,-0.08825974
9.94E-07,-0.1345091,-0.1799303,-0.08910098
9.94E-07,-0.1353523,-0.1807755,-0.08994229
9.94E-07,-0.1361956,-0.1816207,-0.0907837
9.94E-07,-0.137039,-0.1824661,-0.09162518
9.94E-07,-0.1378824,-0.1833115,-0.09246675
9.94E-07,-0.138726,-0.1841571,-0.09330841
9.94E-07,-0.1395697,-0.1850028,-0.09415016
9.94E-07,-0.1404134,-0.1858486,-0.09499199
9.94E-07,-0.1412573,-0.1866945,-0.0958339
9.94E-07,-0.1421013,-0.1875405,-0.0966759
9.94E-07,-0.1429454,-0.1883867,-0.097518
9.94E-07,-0.1437895,-0.1892329,-0.09836018
9.94E-07,-0.1446338,-0.1900793,-0.09920246
9.94E-07,-0.1454782,-0.1909258,-0.1000448
9.94E-07,-0.1463227,-0.1917723,-0.1008873
9.94E-07,-0.1471673,-0.192619,-0.1017298
9.95E-07,-0.148012,-0.1934659,-0.1025725
9.95E-07,-0.1488568,-0.1943128,-0.1034152
9.95E-07,-0.1497017,-0.1951599,-0.104258
9.95E-07,-0.1505467,-0.1960071,-0.105101
9.95E-07,-0.1513918,-0.1968544,-0.105944
9.95E-07,-0.152237,-0.1977018,-0.1067871
9.95E-07,-0.1530824,-0.1985494,-0.1076303
9.95E-07,-0.1539278,-0.199397,-0.1084736
9.95E-07,-0.1547734,-0.2002448,-0.109317
9.95E-07,-0.155619,-0.2010927,-0.1101605
9.95E-07,-0.1564648,-0.2019408,-0.1110041
9.95E-07,-0.1573107,-0.2027889,-0.1118478
9.95E-07,-0.1581567,-0.2036372,-0.1126916
9.95E-07,-0.1590028,-0.2044857,-0.1135355
9.95E-07,-0.159849,-0.2053342,-0.1143795
9.95E-07,-0.1606954,-0.2061829,-0.1152236
9.95E-07,-0.1615418,-0.2070317,-0.1160679
9.95E-07,-0.1623884,-0.2078806,-0.1169122
9.95E-07,-0.1632351,-0.2087296,-0.1177566
9.95E-07,-0.1640819,-0.2095788,-0.1186011
9.95E-07,-0.1649288,-0.2104281,-0.1194457
9.95E-07,-0.1657759,-0.2112776,-0.1202904
9.95E-07,-0.166623,-0.2121271,-0.1211353
9.95E-07,-0.1674703,-0.2129769,-0.1219802
9.95E-07,-0.1683177,-0.2138267,-0.1228253
9.95E-07,-0.1691652,-0.2146767,-0.1236705
9.95E-07,-0.1700129,-0.2155268,-0.1245157
9.95E-07,-0.1708607,-0.216377,-0.1253611
9.95E-07,-0.1717085,-0.2172274,-0.1262066
9.95E-07,-0.1725566,-0.2180779,-0.1270522
9.95E-07,-0.1734047,-0.2189286,-0.1278979
9.95E-07,-0.174253,-0.2197794,-0.1287437
9.95E-07,-0.1751013,-0.2206303,-0.1295897
9.95E-07,-0.1759499,-0.2214813,-0.1304357
